Threatened species,Year,Series,Value
France,2020,Threatened Species: Vertebrates (number),88
France,2004,Threatened Species: Invertebrates (number),65
France,2010,Threatened Species: Invertebrates (number),91
France,2016,Threatened Species: Invertebrates (number),137
France,2017,Threatened Species: Invertebrates (number),153
France,2018,Threatened Species: Invertebrates (number),160
France,2019,Threatened Species: Invertebrates (number),160
France,2020,Threatened Species: Invertebrates (number),162
France,2004,Threatened Species: Plants (number),2
France,2010,Threatened Species: Plants (number),15
France,2016,Threatened Species: Plants (number),43
France,2017,Threatened Species: Plants (number),43
France,2018,Threatened Species: Plants (number),55
France,2019,Threatened Species: Plants (number),98
France,2020,Threatened Species: Plants (number),116
France,2004,Threatened Species: Total (number),120
France,2010,Threatened Species: Total (number),168
France,2016,Threatened Species: Total (number),260
France,2017,Threatened Species: Total (number),278
France,2018,Threatened Species: Total (number),299
France,2019,Threatened Species: Total (number),342
France,2020,Threatened Species: Total (number),366
French Guiana,2004,Threatened Species: Vertebrates (number),33
French Guiana,2010,Threatened Species: Vertebrates (number),40
French Guiana,2016,Threatened Species: Vertebrates (number),55
French Guiana,2017,Threatened Species: Vertebrates (number),55
French Guiana,2018,Threatened Species: Vertebrates (number),56
French Guiana,2019,Threatened Species: Vertebrates (number),59
French Guiana,2020,Threatened Species: Vertebrates (number),59
French Guiana,2004,Threatened Species: Invertebrates (number),0
French Guiana,2010,Threatened Species: Invertebrates (number),0
French Guiana,2016,Threatened Species: Invertebrates (number),0
French Guiana,2017,Threatened Species: Invertebrates (number),0
French Guiana,2018,Threatened Species: Invertebrates (number),0
French Guiana,2019,Threatened Species: Invertebrates (number),0
French Guiana,2020,Threatened Species: Invertebrates (number),0
French Guiana,2004,Threatened Species: Plants (number),16
French Guiana,2010,Threatened Species: Plants (number),16
French Guiana,2016,Threatened Species: Plants (number),18
French Guiana,2017,Threatened Species: Plants (number),18
French Guiana,2018,Threatened Species: Plants (number),18
French Guiana,2019,Threatened Species: Plants (number),18
French Guiana,2020,Threatened Species: Plants (number),20
French Guiana,2004,Threatened Species: Total (number),49
French Guiana,2010,Threatened Species: Total (number),56
French Guiana,2016,Threatened Species: Total (number),73
French Guiana,2017,Threatened Species: Total (number),73
French Guiana,2018,Threatened Species: Total (number),74
French Guiana,2019,Threatened Species: Total (number),77
French Guiana,2020,Threatened Species: Total (number),79
French Polynesia,2004,Threatened Species: Vertebrates (number),46
French Polynesia,2010,Threatened Species: Vertebrates (number),54
French Polynesia,2016,Threatened Species: Vertebrates (number),63
French Polynesia,2017,Threatened Species: Vertebrates (number),66
French Polynesia,2018,Threatened Species: Vertebrates (number),66
French Polynesia,2019,Threatened Species: Vertebrates (number),67
French Polynesia,2020,Threatened Species: Vertebrates (number),68
French Polynesia,2004,Threatened Species: Invertebrates (number),29
French Polynesia,2010,Threatened Species: Invertebrates (number),59
French Polynesia,2016,Threatened Species: Invertebrates (number),65
French Polynesia,2017,Threatened Species: Invertebrates (number),62
French Polynesia,2018,Threatened Species: Invertebrates (number),62
French Polynesia,2019,Threatened Species: Invertebrates (number),62
French Polynesia,2020,Threatened Species: Invertebrates (number),65
French Polynesia,2004,Threatened Species: Plants (number),47
French Polynesia,2010,Threatened Species: Plants (number),47
French Polynesia,2016,Threatened Species: Plants (number),47
French Polynesia,2017,Threatened Species: Plants (number),47
French Polynesia,2018,Threatened Species: Plants (number),48
French Polynesia,2019,Threatened Species: Plants (number),48
French Polynesia,2020,Threatened Species: Plants (number),48
French Polynesia,2004,Threatened Species: Total (number),122
French Polynesia,2010,Threatened Species: Total (number),160
French Polynesia,2016,Threatened Species: Total (number),175
French Polynesia,2017,Threatened Species: Total (number),175
French Polynesia,2018,Threatened Species: Total (number),176
French Polynesia,2019,Threatened Species: Total (number),177
French Polynesia,2020,Threatened Species: Total (number),181
French Southern Territories,2004,Threatened Species: Vertebrates (number),17
French Southern Territories,2010,Threatened Species: Vertebrates (number),21
French Southern Territories,2016,Threatened Species: Vertebrates (number),24
French Southern Territories,2017,Threatened Species: Vertebrates (number),25
French Southern Territories,2018,Threatened Species: Vertebrates (number),25
French Southern Territories,2019,Threatened Species: Vertebrates (number),28
French Southern Territories,2020,Threatened Species: Vertebrates (number),28
French Southern Territories,2004,Threatened Species: Invertebrates (number),0
French Southern Territories,2010,Threatened Species: Invertebrates (number),0
French Southern Territories,2016,Threatened Species: Invertebrates (number),0
French Southern Territories,2017,Threatened Species: Invertebrates (number),0
French Southern Territories,2018,Threatened Species: Invertebrates (number),0
French Southern Territories,2019,Threatened Species: Invertebrates (number),0
French Southern Territories,2020,Threatened Species: Invertebrates (number),0
French Southern Territories,2004,Threatened Species: Plants (number),0
French Southern Territories,2010,Threatened Species: Plants (number),0
French Southern Territories,2016,Threatened Species: Plants (number),0
French Southern Territories,2017,Threatened Species: Plants (number),0
French Southern Territories,2018,Threatened Species: Plants (number),0
French Southern Territories,2019,Threatened Species: Plants (number),1
French Southern Territories,2020,Threatened Species: Plants (number),1
French Southern Territories,2004,Threatened Species: Total (number),17
French Southern Territories,2010,Threatened Species: Total (number),21
French Southern Territories,2016,Threatened Species: Total (number),24
French Southern Territories,2017,Threatened Species: Total (number),25
French Southern Territories,2018,Threatened Species: Total (number),25
French Southern Territories,2019,Threatened Species: Total (number),29
French Southern Territories,2020,Threatened Species: Total (number),29
Gabon,2004,Threatened Species: Vertebrates (number),31
Gabon,2010,Threatened Species: Vertebrates (number),84
Gabon,2016,Threatened Species: Vertebrates (number),105
Gabon,2017,Threatened Species: Vertebrates (number),105
Gabon,2018,Threatened Species: Vertebrates (number),107
Gabon,2019,Threatened Species: Vertebrates (number),106
Gabon,2020,Threatened Species: Vertebrates (number),110
Gabon,2004,Threatened Species: Invertebrates (number),1
Gabon,2010,Threatened Species: Invertebrates (number),0
Gabon,2016,Threatened Species: Invertebrates (number),3
Gabon,2017,Threatened Species: Invertebrates (number),3
Gabon,2018,Threatened Species: Invertebrates (number),4
Gabon,2019,Threatened Species: Invertebrates (number),4
Gabon,2020,Threatened Species: Invertebrates (number),4
Gabon,2004,Threatened Species: Plants (number),107
Gabon,2010,Threatened Species: Plants (number),120
Gabon,2016,Threatened Species: Plants (number),162
Gabon,2017,Threatened Species: Plants (number),162
Gabon,2018,Threatened Species: Plants (number),172
Gabon,2019,Threatened Species: Plants (number),181
Gabon,2020,Threatened Species: Plants (number),215
Gabon,2004,Threatened Species: Total (number),139
Gabon,2010,Threatened Species: Total (number),204
Gabon,2016,Threatened Species: Total (number),270
Gabon,2017,Threatened Species: Total (number),270
Gabon,2018,Threatened Species: Total (number),283
Gabon,2019,Threatened Species: Total (number),291
Gabon,2020,Threatened Species: Total (number),329
Gambia,2004,Threatened Species: Vertebrates (number),17
Gambia,2010,Threatened Species: Vertebrates (number),39
Gambia,2016,Threatened Species: Vertebrates (number),60
Gambia,2017,Threatened Species: Vertebrates (number),60
Gambia,2018,Threatened Species: Vertebrates (number),63
Gambia,2019,Threatened Species: Vertebrates (number),68
Gambia,2020,Threatened Species: Vertebrates (number),78
Gambia,2004,Threatened Species: Invertebrates (number),0
Gambia,2010,Threatened Species: Invertebrates (number),0
Gambia,2016,Threatened Species: Invertebrates (number),2
Gambia,2017,Threatened Species: Invertebrates (number),2
Gambia,2018,Threatened Species: Invertebrates (number),2
Gambia,2019,Threatened Species: Invertebrates (number),2
Gambia,2020,Threatened Species: Invertebrates (number),2
Gambia,2004,Threatened Species: Plants (number),4
Gambia,2010,Threatened Species: Plants (number),4
Gambia,2016,Threatened Species: Plants (number),5
Gambia,2017,Threatened Species: Plants (number),5
Gambia,2018,Threatened Species: Plants (number),5
Gambia,2019,Threatened Species: Plants (number),6
Gambia,2020,Threatened Species: Plants (number),7
Gambia,2004,Threatened Species: Total (number),21
Gambia,2010,Threatened Species: Total (number),43
Gambia,2016,Threatened Species: Total (number),67
Gambia,2017,Threatened Species: Total (number),67
Gambia,2018,Threatened Species: Total (number),70
Gambia,2019,Threatened Species: Total (number),76
Gambia,2020,Threatened Species: Total (number),87
Georgia,2004,Threatened Species: Vertebrates (number),33
Georgia,2010,Threatened Species: Vertebrates (number),37
Georgia,2016,Threatened Species: Vertebrates (number),42
Georgia,2017,Threatened Species: Vertebrates (number),43
Georgia,2018,Threatened Species: Vertebrates (number),42
Georgia,2019,Threatened Species: Vertebrates (number),42
Georgia,2020,Threatened Species: Vertebrates (number),42
Georgia,2004,Threatened Species: Invertebrates (number),10
Georgia,2010,Threatened Species: Invertebrates (number),9
Georgia,2016,Threatened Species: Invertebrates (number),15
Georgia,2017,Threatened Species: Invertebrates (number),15
Georgia,2018,Threatened Species: Invertebrates (number),15
Georgia,2019,Threatened Species: Invertebrates (number),15
Georgia,2020,Threatened Species: Invertebrates (number),15
Georgia,2004,Threatened Species: Plants (number),0
Georgia,2010,Threatened Species: Plants (number),0
Georgia,2016,Threatened Species: Plants (number),62
Georgia,2017,Threatened Species: Plants (number),62
Georgia,2018,Threatened Species: Plants (number),63
Georgia,2019,Threatened Species: Plants (number),68
Georgia,2020,Threatened Species: Plants (number),69
Georgia,2004,Threatened Species: Total (number),43
Georgia,2010,Threatened Species: Total (number),46
Georgia,2016,Threatened Species: Total (number),119
Georgia,2017,Threatened Species: Total (number),120
Georgia,2018,Threatened Species: Total (number),120
Georgia,2019,Threatened Species: Total (number),125
Georgia,2020,Threatened Species: Total (number),126
Germany,2004,Threatened Species: Vertebrates (number),35
Germany,2010,Threatened Species: Vertebrates (number),33
Germany,2016,Threatened Species: Vertebrates (number),39
Germany,2017,Threatened Species: Vertebrates (number),40
Germany,2018,Threatened Species: Vertebrates (number),40
Germany,2019,Threatened Species: Vertebrates (number),41
Germany,2020,Threatened Species: Vertebrates (number),42
Germany,2004,Threatened Species: Invertebrates (number),31
Germany,2010,Threatened Species: Invertebrates (number),34
Germany,2016,Threatened Species: Invertebrates (number),57
Germany,2017,Threatened Species: Invertebrates (number),57
Germany,2018,Threatened Species: Invertebrates (number),61
Germany,2019,Threatened Species: Invertebrates (number),61
Germany,2020,Threatened Species: Invertebrates (number),61
Germany,2004,Threatened Species: Plants (number),12
Germany,2010,Threatened Species: Plants (number),12
Germany,2016,Threatened Species: Plants (number),24
Germany,2017,Threatened Species: Plants (number),19
Germany,2018,Threatened Species: Plants (number),43
Germany,2019,Threatened Species: Plants (number),83
Germany,2020,Threatened Species: Plants (number),97
Germany,2004,Threatened Species: Total (number),78
Germany,2010,Threatened Species: Total (number),79
Germany,2016,Threatened Species: Total (number),120
Germany,2017,Threatened Species: Total (number),116
Germany,2018,Threatened Species: Total (number),144
Germany,2019,Threatened Species: Total (number),185
Germany,2020,Threatened Species: Total (number),200
Ghana,2004,Threatened Species: Vertebrates (number),43
Ghana,2010,Threatened Species: Vertebrates (number),83
Ghana,2016,Threatened Species: Vertebrates (number),112
Ghana,2017,Threatened Species: Vertebrates (number),114
Ghana,2018,Threatened Species: Vertebrates (number),118
Ghana,2019,Threatened Species: Vertebrates (number),120
Ghana,2020,Threatened Species: Vertebrates (number),128
Ghana,2004,Threatened Species: Invertebrates (number),0
Ghana,2010,Threatened Species: Invertebrates (number),1
Ghana,2016,Threatened Species: Invertebrates (number),5
Ghana,2017,Threatened Species: Invertebrates (number),5
Ghana,2018,Threatened Species: Invertebrates (number),5
Ghana,2019,Threatened Species: Invertebrates (number),5
Ghana,2020,Threatened Species: Invertebrates (number),5
Ghana,2004,Threatened Species: Plants (number),117
Ghana,2010,Threatened Species: Plants (number),118
Ghana,2016,Threatened Species: Plants (number),119
Ghana,2017,Threatened Species: Plants (number),119
Ghana,2018,Threatened Species: Plants (number),118
Ghana,2019,Threatened Species: Plants (number),121
Ghana,2020,Threatened Species: Plants (number),122
